suburb,state,lat,lng
Dundowran Beach,QLD,-25.27061,152.76178
Dundula,QLD,-21.20082,149.14955
Dundula Creek,QLD,-24.31355,149.8003
Dundurrabin,NSW,-30.18767,152.55244
Dunearn,VIC,-37.9676,145.2025
Dunedoo,NSW,-31.99881,149.31531
Dungarubba,NSW,-28.99241,153.37414
Dungay,NSW,-28.28333,153.36667
Dungeree,NSW,-32.77672,149.86723
Dungog,NSW,-32.40466,151.75241
Dungowan,NSW,-31.22372,151.16144
Dunk,QLD,-17.97625,146.16901
Dunkeld,NSW,-33.41029,149.485
Dunkeld,QLD,-27.14242,148.03827
Dunkeld,VIC,-37.65,142.35
Dunkirk,VIC,-36.36957,145.40895
Dunlop,ACT,-35.19556,149.02
Dunluce,VIC,-36.93166,143.60077
Dunmarra,NT,-16.6797,133.412
Dunmora,QLD,-25.50513,152.54913
Dunmore,NSW,-34.61848,150.82023
Dunmore,QLD,-27.66182,150.95545
Dunn Rock,WA,-33.35767,119.55358
Dunneworthy,VIC,-37.2,143.06667
Dunnrock,QLD,-21.27266,149.16517
Dunnstown,VIC,-37.59852,143.97115
Dunolly,NSW,-32.55525,151.17091
Dunolly,VIC,-36.85,143.73333
Dunoon,NSW,-28.68333,153.31667
Dunorlan,TAS,-41.50065,146.57252
Dunrobin,QLD,-22.77127,146.09957
Dunrobin,VIC,-37.51005,141.39914
Duns Creek,NSW,-32.60442,151.65528
Dunsborough,WA,-33.6174,115.10111
Duntroon,ACT,-35.30319,149.16169
Dunville Loop,NSW,-32.94024,150.15573
Dunwich,QLD,-27.5,153.4
Durack,NT,-12.47508,130.97301
Durack,QLD,-27.58333,152.98333
Durack,WA,-16.3103,128.24807
Durah,QLD,-26.30945,150.93925
Dural,NSW,-33.682,151.029
Dural Dc,NSW,-33.6822,151.028
Duramana,NSW,-33.2837,149.55776
Duranbah,NSW,-28.31667,153.53333
Duranillin,WA,-33.52069,116.79687
Durawah,WA,-28.57118,114.9383
Durdidwarrah,VIC,-37.8208,144.17336
Durham,QLD,-28.05581,143.5061
Durham Downs,QLD,-26.11428,149.06127
Durham Downs,SA,-26.40191,140.57833
Durham Lead,VIC,-37.68821,143.87805
Durham Ox,VIC,-36.14154,143.9324
Duri,NSW,-31.21528,150.81778
Duroby,NSW,-28.24174,153.46113
Durong,QLD,-26.38482,151.37068
Durong South,QLD,-26.39156,151.24421
Durran Durra,NSW,-35.35453,149.87211
Durras North,NSW,-35.63653,150.30309
Durren Durren,NSW,-33.182,151.385
Dusodie,NSW,-32.2642,151.696
Dutson,VIC,-38.17386,147.20742
Dutson Downs,VIC,-38.20329,147.31939
Dutton,SA,-34.36146,139.14717
Dutton East,SA,-34.3502,139.24982
Dutton Park,QLD,-27.49417,153.02583
Dutton River,QLD,-20.47916,143.92995
Dutton Way,VIC,-38.29858,141.62388
Duval,NSW,-30.42972,151.6454
Duverney,VIC,-38.02534,143.56249
Dwarda,WA,-32.76841,116.67944
Dwellingup,WA,-32.71425,116.0665
Dyers Crossing,NSW,-32.08049,152.32132
Dykehead,QLD,-25.64893,151.06007
Dynevor,QLD,-28.30145,144.16446
Dynnyrne,TAS,-42.90111,147.31417
Dyraaba,NSW,-28.75595,152.88835
Dyraaba Central,NSW,-28.756,152.888
Dyraaba Creek,NSW,-28.7853,152.863
Dyrring,NSW,-32.51685,151.21952
Dysart,QLD,-22.48484,148.28045
Dysart,TAS,-42.58118,147.18152
Dysart,VIC,-37.04348,145.10327
D’Aguilar,QLD,-26.8442,152.7182
D’Estrees Bay,SA,-35.60828,137.56192
Eagle Bay,WA,-33.56205,115.06224
Eagle Farm,QLD,-27.43302,153.08299
Eagle Farm Bc,QLD,-27.4333,153.083
Eagle Heights,QLD,-27.92259,153.20907
Eagle Junction,QLD,-27.4151,153.05
Eagle On The Hill,SA,-34.97564,138.68004
Eagle Point,VIC,-37.90676,147.67791
Eagle Vale,NSW,-34.03686,150.81144
Eagleby,QLD,-27.70257,153.21307
Eaglefield,QLD,-21.49715,147.80616
Eaglehawk,VIC,-36.71667,144.25
Eaglehawk Neck,TAS,-42.9957,147.92782
Eaglehawk North,VIC,-36.69072,144.25658
Eaglemont,VIC,-37.76448,145.06284
Eagleton,NSW,-32.69566,151.77658
Earlston,VIC,-36.537,145.69187
Earlville,QLD,-16.95084,145.73283
Earlville Bc,QLD,-16.9425,145.74
Earlwood,NSW,-33.92244,151.12866
East Albury,NSW,-36.075,146.93
East Arm,NT,-12.4794,130.914
East Armidale,NSW,-30.5016,151.666
East Arnhem,NT,-12.2535,136.837
East Augusta,WA,-34.31433,115.17221
East Bairnsdale,VIC,-37.83617,147.64957
East Ballidu,WA,-30.55968,116.88863
East Ballina,NSW,-28.85373,153.58651
East Barron,QLD,-17.29233,145.55245
East Bendigo,VIC,-36.74301,144.31939
East Beverley,WA,-32.02496,117.03281
East Bowes,WA,-28.38025,114.67002
East Bowral,NSW,-34.49459,150.45964
East Branxton,NSW,-32.65494,151.36331
East Brisbane,QLD,-27.482,153.051
East Bunbury,WA,-33.34037,115.65464
East Cam,TAS,-41.06507,145.8528
East Cannington,WA,-32.00567,115.96332
East Carnarvon,WA,-24.86438,113.67776
East Chapman,WA,-28.69346,114.84059
East Cooyar,QLD,-27.02503,151.87493
East Coraki,NSW,-29.02713,153.30929
East Corrimal,NSW,-34.37639,150.91083
East Creek,QLD,-19.08071,141.74356
East Damboring,WA,-30.59645,116.76994
East Deep Creek,QLD,-26.19869,152.71475
East Devonport,TAS,-41.18689,146.39103
East End,QLD,-23.86066,150.95809
East Feluga,QLD,-17.88264,145.99922
East Fremantle,WA,-32.03675,115.7664
East Geelong,VIC,-38.162,144.3802
East Gosford,NSW,-33.432,151.351
East Greenmount,QLD,-27.7833,151.95
East Gresford,NSW,-32.43738,151.55762
East Haldon,QLD,-27.83401,152.20678
East Hills,NSW,-33.96396,150.98974
East Innisfail,QLD,-17.53352,146.03475
East Ipswich,QLD,-27.60935,152.77648
East Jindabyne,NSW,-36.39483,148.65058
East Kangaloon,NSW,-34.55305,150.58279
East Kempsey,NSW,-31.08374,152.85294
East Killara,NSW,-33.75592,151.17973
East Kurrajong,NSW,-33.51528,150.76778
East Launceston,TAS,-41.44194,147.15083
East Lindfield,NSW,-33.77274,151.18726
East Lismore,NSW,-28.82591,153.28866
East Lynne,NSW,-35.56576,150.24943
East Lyons River,WA,-24.29642,117.31379
East Mackay,QLD,-21.15107,149.19892
East Maitland,NSW,-32.749,151.576
East Melbourne,VIC,-37.81614,144.98046
East Moonta,SA,-34.08194,137.62092
East Munglinup,WA,-33.72238,120.92573
East Murchison,WA,-26.37765,117.14599
East Nabawa,WA,-28.49029,114.86481
East Nanango,QLD,-26.66618,152.03922
East Nannup,WA,-34.02555,115.7972
East Newdegate,WA,-33.09248,119.27506
East Palmerston,QLD,-17.58561,145.8628
East Perth,WA,-31.95401,115.87879
East Pingelly,WA,-32.528,117.27272
East Point,NT,-12.41083,130.82222
East Popanyinning,WA,-32.63333,117.29113
East Ridgley,TAS,-41.16557,145.85514
East Rockingham,WA,-32.25858,115.76372
East Russell,QLD,-17.31463,145.96301
East Ryde,NSW,-33.81,151.135
East Sale,VIC,-38.1054,147.141
East Sale Raaf,VIC,-38.10549,147.12335
East Seaham,NSW,-32.64,151.74833
East Side,NT,-23.6887,133.901
East Tamworth,NSW,-31.08972,150.94361
East Toowoomba,QLD,-27.562,151.969
East Trinity,QLD,-16.95844,145.80996
East Victoria Park,WA,-31.98466,115.90836
East Wagga Wagga,NSW,-35.1212,147.38547
East Wangaratta,VIC,-36.35896,146.38544
East Warburton,VIC,-37.73704,145.74212
East Wardell,NSW,-28.96097,153.4803
East Wellington,SA,-35.35809,139.39515
East Wickepin,WA,-32.7828,117.70756
East Yeoburn,VIC,-35.711,144.001
East Yuna,WA,-28.40296,115.12469
Eastbrook,WA,-34.38156,116.06963
Eastern Creek,NSW,-33.8072,150.85149
Eastern Heights,QLD,-27.62583,152.77444
Eastern Suburbs Mc,NSW,-33.9508,151.21
Eastern View,VIC,-38.47805,144.02881
Eastgardens,NSW,-33.946,151.225
Eastlake,QLD,-27.5565,151.953
Eastlakes,NSW,-33.92199,151.20733
Eastville,VIC,-36.88923,143.97925
Eastwood,NSW,-33.79036,151.08173
Eastwood,SA,-34.942,138.621
Eastwood,VIC,-37.8134,147.63
Eaton,NT,-12.4256,130.865
Eaton,QLD,-17.50324,146.04451
Eaton,WA,-33.31696,115.71585
Eatons Hill,QLD,-27.3392,152.9353
Eatonsville,NSW,-29.64881,152.83235
Eba,SA,-34.05307,139.56987
Eba Anchorage,SA,-32.68926,134.2929
Ebbw Vale,QLD,-27.60845,152.82353
Ebden,VIC,-36.1416,147.01363
Ebenezer,NSW,-33.5318,150.8679
Ebenezer,QLD,-27.68333,152.61667
Ebenezer,SA,-34.41051,139.0232
Ebor,NSW,-30.4,152.35
Eccleston,NSW,-32.28475,151.50594
Echuca,VIC,-36.14595,144.7448
Echuca East,VIC,-36.14595,144.7448
Echuca South,VIC,-36.14038,144.74686
Echuca Village,VIC,-36.14929,144.81813
Echuca West,VIC,-36.17312,144.69129
Echunga,SA,-35.10181,138.79477
Ecklin South,VIC,-38.38543,142.89894
Edderton,NSW,-32.35907,150.83639
Eddington,VIC,-36.8984,143.83149
Eddystone,TAS,-40.99298,148.347
Eddystone Point,TAS,-41.00889,148.29121
Eden,NSW,-37.06667,149.9
Eden Creek,NSW,-28.58789,152.90368
Eden Hill,WA,-31.89064,115.94218
Eden Hills,SA,-35.027,138.601
Eden Park,VIC,-37.489,145.07
Eden Valley,SA,-34.65464,139.10098
Edenhope,VIC,-37.03071,141.28348
Edens Landing,QLD,-27.70288,153.17081
Edensor Park,NSW,-33.88095,150.87516
Edenville,NSW,-28.68831,152.96386
Edgcumbe Beach,TAS,-40.86678,145.41487
Edge Hill,QLD,-16.90073,145.73839
Edgecliff,NSW,-33.87999,151.23575
Edgecombe,VIC,-37.18701,144.46158
Edgeroi,NSW,-30.10865,149.79164
Edgewater,WA,-31.7648,115.78146
Edgeworth,NSW,-32.9247,151.62167
Edi,VIC,-36.63876,146.41939
Edi Upper,VIC,-36.71812,146.46989
Ediacara,SA,-30.8177,138.143
Edilillie,SA,-34.417,135.657
Edillilie,SA,-34.41696,135.65742
Edinburgh,SA,-34.71854,138.62886
Edinburgh North,SA,-34.705,138.66
Edinburgh Raaf,SA,-34.7167,138.645
Edith,NSW,-33.79634,149.91398
Edith,NT,-14.3044,132.082
Edith Creek,TAS,-40.95544,145.09453
Edith River,NT,-14.2547,131.893
Edithburgh,SA,-35.08425,137.74059
Edithvale,VIC,-38.037,145.113
Edmondson Park,NSW,-33.9652,150.858
Edmonton,QLD,-17.01667,145.75
Edrom,NSW,-37.13747,149.9557
Edward River,QLD,-14.77121,142.30895
Edwardstown,NSW,-35.12211,148.08441
Edwardstown,SA,-34.98,138.571
Eenaweena,NSW,-31.47619,147.51093
Eerwah Vale,QLD,-26.48333,152.91667
Eganstown,VIC,-37.35624,144.0773
Eganu,WA,-30.03456,115.74262
Egg Lagoon,TAS,-39.6546,143.97819
Eggs And Bacon Bay,TAS,-43.24743,147.105
Eglinton,NSW,-33.3725,149.5404
Eglinton,WA,-31.58776,115.66875
Egypt,QLD,-27.66286,152.11135
Eidsvold,QLD,-25.37222,151.12154
Eidsvold East,QLD,-25.20607,151.21371
Eidsvold West,QLD,-25.37094,150.6892
Eight Mile Creek,QLD,-20.30387,147.27953
Eight Mile Creek,SA,-38.03517,140.79767
Eight Mile Plains,QLD,-27.57586,153.09216
Eighteen Mile,NSW,-29.24328,152.61859
Eighty Mile Beach,WA,-19.72427,120.74101
Eildon,VIC,-37.2343,145.89765
Eildon Hill,QLD,-27.4307,153.025
Eimeo,QLD,-21.05167,149.17333
Einasleigh,QLD,-18.52374,144.09029
Ekibin,QLD,-27.516,153.04
El Arish,QLD,-17.8,146.0
Elabbin,WA,-31.23768,118.14835
Elachbutting,WA,-30.60434,118.60594
Elaine,VIC,-37.76826,144.03782
Elaman Creek,QLD,-26.71668,152.77418
Elands,NSW,-31.62736,152.30496
Elanora,QLD,-28.133,153.45
Elanora Heights,NSW,-33.70102,151.2789
Elberton,VIC,-36.68855,143.2307
Elbow Valley,QLD,-28.39056,152.13442
Elcombe,NSW,-29.86557,150.33296
Elderslie,NSW,-32.58186,151.35602
Elderslie,TAS,-42.62368,147.06907
Eldorado,VIC,-36.32254,146.52802
Electra,QLD,-24.9784,152.12475
Electrona,TAS,-43.05244,147.25811
Eleebana,NSW,-32.996,151.635
Elermore Vale,NSW,-32.915,151.668
Elevated Plains,VIC,-37.29503,144.13111
Elgin,QLD,-22.2253,146.685
Elgin,WA,-33.5357,115.63209
Elgin Vale,QLD,-26.44331,152.19265
Eli Waters,QLD,-25.27995,152.80883
Elimbah,QLD,-27.03673,152.96077
Elingamite,VIC,-38.37303,143.02742
Elingamite North,VIC,-38.33341,142.98781
Elizabeth,SA,-34.72,138.673
Elizabeth Bay,NSW,-33.87143,151.22841
Elizabeth Beach,NSW,-32.33159,152.53702
Elizabeth Downs,SA,-34.69906,138.69303
Elizabeth East,SA,-34.72625,138.681
Elizabeth Grove,SA,-34.7338,138.67148
Elizabeth Hills,NSW,-33.9001,150.848
Elizabeth Island,VIC,-38.4168,145.369
Elizabeth North,SA,-34.70079,138.67578
Elizabeth Park,SA,-34.71239,138.68543
Elizabeth South,SA,-34.74126,138.65639
Elizabeth Town,TAS,-41.45,146.56667
Elizabeth Vale,SA,-34.74757,138.67148
Elizabeth West,SA,-34.69139,138.66806
Elizabeth West Dc,SA,-34.7085,138.664
Ellalong,NSW,-32.90722,151.32139
Elland,NSW,-29.77289,152.88529
Ellangowan,NSW,-29.03581,153.07317
Ellangowan,QLD,-27.91579,151.72979
Ellaswood,VIC,-37.78371,147.57514
Elleker,WA,-35.008,117.72645
Ellen Grove,QLD,-27.61667,152.95
Ellenborough,NSW,-31.43333,152.46667
Ellenbrook,WA,-31.76456,116.00592
Ellenbrook East,WA,-31.7646,116.006
Ellendale,TAS,-42.61667,146.71667
Ellendale,WA,-28.89695,114.93074
Ellerbeck,QLD,-18.23507,145.98808
Ellerslie,NSW,-33.8329,142.025
Ellerslie,VIC,-38.12014,142.71717
Ellerston,NSW,-31.79484,151.34909
Ellesmere,QLD,-26.73365,151.74812
Elliminyt,VIC,-38.37333,143.57439
Ellinbank,VIC,-38.25552,145.92472
Ellinjaa,QLD,-17.51143,145.643
Ellinthorp,QLD,-28.04965,151.91992
Elliott,NT,-17.55361,133.54472
Elliott,QLD,-24.99873,152.37156
Elliott,TAS,-41.11215,145.77984
Elliott Heads,QLD,-24.91667,152.48333
Ellis Beach,QLD,-16.72287,145.67572
Ellis Lane,NSW,-34.034,150.675
Elliston,SA,-33.64519,134.88865
Elmhurst,VIC,-37.18333,143.25
Elmore,VIC,-36.49679,144.60879
Elong Elong,NSW,-32.13248,149.01317
Elphin,TAS,-41.4309,147.155
Elphinstone,QLD,-27.97383,151.88993
Elphinstone,VIC,-37.1,144.33333
Elrington,NSW,-32.87786,151.42969
Elrundie,NT,-12.4796,130.96
Elsey,NT,-14.9948,133.471
Elsey Station,NT,-15.0842,133.124
Elsmore,NSW,-29.81337,151.26052
Elsternwick,VIC,-37.88495,145.00597
Eltham,NSW,-28.76244,153.40953
Eltham,VIC,-37.715,145.158
Eltham North,VIC,-37.698,145.144
Elvina Bay,NSW,-33.63952,151.27783
Elwick,TAS,-42.8306,147.282
Elwomple,SA,-35.29027,139.53755
Elwood,VIC,-37.87872,144.98597
Embleton,WA,-31.90313,115.91049
Emerald,QLD,-23.52729,148.16457
Emerald,VIC,-37.93306,145.43694
Emerald Beach,NSW,-30.15748,153.15019
Emerald Hill,NSW,-30.91219,150.04691
Emeroo,SA,-32.344,137.865
Emerton,NSW,-33.75,150.8027
Emita,TAS,-40.01855,147.90809
Emmaville,NSW,-29.37178,151.61144
Empire Bay,NSW,-33.49,151.36
Empire Vale,NSW,-28.91667,153.52306
Emu,VIC,-36.72259,143.40652
Emu Bay,SA,-35.59408,137.54473
Emu Creek,QLD,-27.08582,151.99237
Emu Creek,VIC,-36.84852,144.35218
Emu Downs,SA,-33.89174,138.99658
Emu Flat,SA,-33.85727,138.57783
Emu Flat,VIC,-37.12213,144.75277
Emu Flat,WA,-31.03486,122.55133
Emu Heights,NSW,-33.73521,150.6503
Emu Heights,TAS,-41.07639,145.9203
Emu Hill,WA,-32.0833,118.333
Emu Park,QLD,-23.28099,150.79989
Emu Plains,NSW,-33.75206,150.65967
Emu Point,WA,-34.99777,117.93837
Emu Swamp,NSW,-33.31535,149.17379
Emu Vale,QLD,-28.2284,152.24186
Emungalan,NT,-14.4412,132.258
Encounter Bay,SA,-35.5753,138.5963
Endeavour Hills,VIC,-37.97802,145.25907
Endrick,NSW,-35.24069,150.24814
Eneabba,WA,-29.81423,115.26687
Enfield,NSW,-33.89059,151.09246
Enfield,SA,-34.86287,138.60632
Enfield,VIC,-37.72554,143.80363
Enfield Plaza,SA,-34.85272,138.60127
Enfield South,NSW,-33.89059,151.09246
Engadine,NSW,-34.06572,151.01266
Engawala,NT,-22.8053,134.458
England Creek,QLD,-27.41817,152.66561
Englefield,VIC,-37.34719,141.81003
Englorie Park,NSW,-34.08066,150.7948
Enmore,NSW,-33.90067,151.16768
Enngonia,NSW,-29.31567,145.85567
Ennuin,WA,-30.66868,118.92354
Enochs Point,VIC,-37.4226,146.101
Enoggera,QLD,-27.428,152.978
Enoggera Reservoir,QLD,-27.4259,152.88074
Ensay,VIC,-37.38204,147.81511
Ensay North,VIC,-37.32372,147.83746
Environa,NSW,-35.4,149.18333
Eppalock,VIC,-36.85125,144.4561
Epping,NSW,-33.7746,151.0788
Epping,VIC,-37.63413,145.01627
Epping Dc,VIC,-37.6377,145.026
Epping Forest,TAS,-41.73424,147.40794
Epsom,QLD,-21.50011,148.82836
Epsom,VIC,-36.7,144.31667
Eradu,WA,-28.69657,115.03769
Eradu South,WA,-28.77525,115.07203
Erakala,QLD,-21.13051,149.10992
Eraring,NSW,-33.065,151.518
Ercildoune,VIC,-37.39822,143.63606
Eremerang,NSW,-32.62435,146.3978
Erica,VIC,-37.97567,146.37683
Erigolia,NSW,-33.84914,146.42063
Erin Vale,NSW,-34.71572,147.53382
Erina,NSW,-33.44,151.393
Erina Fair,NSW,-33.43734,151.39254
Erina Heights,NSW,-33.42563,151.40999
Erindale,SA,-34.928,138.662
Erindale Centre,ACT,-35.40364,149.09866
Eringa,SA,-26.7149,135.076
Erith,SA,-34.23311,138.39915
Erlando Beach,QLD,-20.1546,148.569
Erldunda,NT,-25.19779,133.2008
Ermington,NSW,-33.81433,151.05624
Ernabella,NT,-26.2796,132.134
Ernabella (Pukatja),NT,-26.2796,132.134
Ernestina,QLD,-23.72128,143.94736
Erobin,QLD,-27.533,153.281
Eromanga,QLD,-26.66878,143.26759
Erowal Bay,NSW,-35.09833,150.66167
Erriba,TAS,-41.42535,146.13714
Errinundra,VIC,-37.46486,148.75059
Errowanbang,NSW,-33.53712,149.04141
Erskine,SA,-32.68639,138.83605
Erskine,WA,-32.55901,115.69444
Erskine Park,NSW,-33.81323,150.80143
Erskineville,NSW,-33.90236,151.18548
Erub,QLD,-9.5797,143.77896
Erub Island,QLD,-9.5797,143.779
Erudgere,NSW,-32.58517,149.50016
Erudina,SA,-31.3861,139.53
Eschol,NSW,-32.32892,148.64744
Eschol Park,NSW,-34.0304,150.80942
Esk,NSW,-29.24528,153.33487
Esk,QLD,-27.23333,152.41667
Eskdale,QLD,-27.18663,152.2531
Eskdale,VIC,-36.45266,147.24034
Esmeralda,QLD,-18.85262,142.63983
Esmond,VIC,-36.07806,146.18167
Esperance,WA,-33.86131,121.89142
Essendon,VIC,-37.75048,144.91432
Essendon Fields,VIC,-37.7263,144.897
Essendon North,VIC,-37.73832,144.89926
Essendon West,VIC,-37.755,144.883
Essington,NSW,-33.7526,149.747
Estella,NSW,-35.07548,147.35086
Etadunna,SA,-28.7595,138.51
Ethelton,SA,-34.84788,138.48997
Etmilyn,WA,-32.74624,116.13269
Etna Creek,QLD,-23.21704,150.48009
Eton,QLD,-21.27345,148.96882
Eton North,QLD,-21.21926,148.96326
Ettalong Beach,NSW,-33.515,151.335
Ettamogah,NSW,-35.96817,146.99709
Ettrema,NSW,-34.8901,150.29509
Ettrick,NSW,-28.66054,152.90296
Ettrick,SA,-34.98978,139.53084
Etty Bay,QLD,-17.58335,146.07031
Euabalong,NSW,-33.11028,146.46972
Euabalong West,NSW,-33.05677,146.39571
Eubenangee,QLD,-17.43463,145.99226
Euberta,NSW,-35.05198,147.23176
Euchareena,NSW,-32.89054,149.15928
Eucla,WA,-31.67622,128.88912
Eucumbene,NSW,-36.1372,148.62868
Eudlo,QLD,-26.73333,152.96667
Eudunda,SA,-34.16667,139.08333
Eugenana,TAS,-41.23336,146.30774
Eugowra,NSW,-33.39847,148.32606
Eukey,QLD,-28.78779,151.977
Eulah Creek,NSW,-30.33823,149.93534
Euleilah,QLD,-24.49462,151.85262
Eulo,QLD,-28.1791,145.04934
Eulomogo,NSW,-32.27559,148.67151
Eumamurrin,QLD,-26.16768,148.81092
Eumemmerring,VIC,-37.999,145.247
Eumundi,QLD,-26.48333,152.95
Eumungerie,NSW,-31.9995,148.646
Eunanoreenya,NSW,-35.065,147.468
Eungai Creek,NSW,-30.83244,152.87941
Eungai Rail,NSW,-30.85633,152.89117
Eungella,NSW,-28.351,153.305
Eungella,QLD,-21.12875,148.48834
Eungella Dam,QLD,-21.16539,148.40039
Eungella Hinterland,QLD,-20.92276,148.42265
Eunonoreenya,NSW,-35.065,147.468
Eurack,VIC,-38.15195,143.72607
Euramo,QLD,-18.00231,145.92681
Eurardy,WA,-27.48996,114.71778
Eureka,NSW,-28.69178,153.43312
Eureka,QLD,-25.25589,152.16739
Eureka,VIC,-37.5648,143.8822
Eurelia,SA,-32.52653,138.55077
Eurella,QLD,-26.54872,148.18803
Eurimbla,NSW,-32.87718,148.81822
Eurimbula,NSW,-32.8772,148.818
Eurimbula,QLD,-24.10956,151.72021
Euriowie,NSW,-30.5513,141.68343
Euroa,VIC,-36.75,145.56667
Eurobin,VIC,-36.6332,146.84236
Eurobodalla,NSW,-36.12849,149.79489
Euroka,NSW,-31.07108,152.80883
Euroley,NSW,-34.63669,146.28716
Eurombah,QLD,-25.50262,149.53747
Euromina,SA,-33.62464,138.5731
Eurong,QLD,-25.51252,153.11913
Eurongilly,NSW,-34.96126,147.80092
Eurunderee,NSW,-32.50289,149.62186
Euston,NSW,-34.56667,142.73333
Euthulla,QLD,-26.52703,148.75242
Eva Valley,NT,-13.1239,131.007
Evandale,SA,-34.905,138.635
Evandale,TAS,-41.57028,147.24757
Evans Head,NSW,-29.10862,153.42171
Evans Landing,QLD,-12.66348,141.85359
Evans Plains,NSW,-33.45182,149.49296
Evansford,VIC,-37.23957,143.62493
Evanslea,QLD,-27.54537,151.48915
Evanston,SA,-34.61611,138.73167
Evanston Gardens,SA,-34.624,138.722
Evanston Park,SA,-34.62893,138.74885
Evanston South,SA,-34.64552,138.72758
Evatt,ACT,-35.21167,149.06778
Eveleigh,NSW,-33.895,151.191
Evelyn,QLD,-17.50865,145.50325
Evelyn Downs,SA,-27.9848,134.371
Everard Central,SA,-33.87271,138.32806
Everard Park,SA,-34.954,138.575
Evergreen,QLD,-27.15753,151.73089
Eversley,VIC,-37.18849,143.17598
Everton,VIC,-36.42749,146.53432
Everton Hills,QLD,-27.39139,152.97194
Everton Park,QLD,-27.39806,152.98889
Everton Upper,VIC,-36.3972,146.54133
Eviron,NSW,-28.30373,153.4921
Ewingar,NSW,-29.08985,152.51971
Ewingsdale,NSW,-28.63004,153.5511
Ewlyamartup,WA,-33.69219,117.68811
Exeter,NSW,-34.61667,150.31667
Exeter,SA,-34.83644,138.48997
Exeter,TAS,-41.29972,146.95306
Exford,VIC,-37.71858,144.53494
Exmouth,WA,-21.93134,114.12368
Exmouth Gulf,WA,-22.67715,114.0539
Export Park,SA,-34.935,138.541
Exton,TAS,-41.52554,146.74949
Eynesbury,VIC,-37.74716,144.56404
Eyre,SA,-34.6946,138.655
Fadden,ACT,-35.402,149.118
Failford,NSW,-32.08472,152.44417
Fairbairn Raaf,ACT,-35.3002,149.204
Fairbank,VIC,-38.40784,145.91915
Fairbridge,WA,-32.58306,115.93462
Fairdale,QLD,-26.26132,151.77027
Fairfield,NSW,-33.87059,150.95641
Fairfield,QLD,-27.5065,153.0247
Fairfield,VIC,-37.77901,145.01813
Fairfield East,NSW,-33.87177,150.97346
Fairfield Gardens,QLD,-27.509,153.02595
Fairfield Heights,NSW,-33.86848,150.94239
Fairfield West,NSW,-33.87112,150.92322
Fairhaven,VIC,-38.45611,144.08583
Fairholme,NSW,-33.29882,147.3758
Fairley,VIC,-35.68566,143.79676
Fairlight,NSW,-33.79408,151.27291
Fairney View,QLD,-27.48333,152.65
Fairview Park,SA,-34.7999,138.73169
Fairy Bower,QLD,-23.41441,150.46438
Fairy Dell,VIC,-36.33509,144.74601
Fairy Hill,NSW,-28.79041,152.99342
Fairy Meadow,NSW,-34.40057,150.89174
Fairyland,QLD,-26.70199,150.61218
Fairymead,QLD,-24.79099,152.37264
Faithfull,NSW,-35.06667,146.7
Falbrook,NSW,-32.44672,151.14615
Falcon,WA,-32.58828,115.65617
Falconer,NSW,-30.17841,151.73309
Falls Creek,NSW,-34.99813,150.59368
Falls Creek,VIC,-36.86588,147.28698
Falmouth,TAS,-41.48974,148.25764
False Bay,SA,-32.9721,137.708
Fannie Bay,NT,-12.425,130.83639
Far Meadow,NSW,-34.83066,150.70401
Faraday,VIC,-37.0501,144.30778
Faraway Hill,SA,-33.1453,139.695
Fargunyah,NSW,-35.12356,146.74477
Farina,SA,-28.8706,140.726
Farina Station,SA,-30.066,138.274
Farleigh,QLD,-21.08969,149.0927
Farley,NSW,-32.73056,151.51667
Farm Beach,SA,-34.4949,135.397
Farmborough Heights,NSW,-34.45556,150.81944
Farnborough,QLD,-23.0776,150.7229
Farnham,NSW,-32.84333,149.08857
Farnsfield,QLD,-25.10547,152.29436
Farrants Hill,NSW,-28.32084,153.48325
Farrar,NT,-12.478,130.991
Farrars Creek,QLD,-25.13719,141.42754
Farrell Flat,SA,-33.82704,138.81774
Farrer,ACT,-35.37722,149.10528
Farringdon,NSW,-35.51494,149.66185
Fassifern,NSW,-32.987,151.585
Fassifern,QLD,-27.95848,152.58841
Fassifern Valley,QLD,-27.97639,152.60898
Faulconbridge,NSW,-33.68633,150.55015
Faulkland,NSW,-32.07649,151.88993
Fawcett,VIC,-37.10986,145.70817
Fawcetts Plain,NSW,-28.56934,153.00887
Fawkner,VIC,-37.69693,144.96669
Fawkner East,VIC,-37.69693,144.96669
Fawkner North,VIC,-37.69597,144.96845
Federal,NSW,-28.6535,153.457
Federal,QLD,-26.398,152.809
Felixstow,SA,-34.891,138.644
Felton,QLD,-27.7758,151.79047
Felton East,QLD,-27.801,151.771
Felton South,QLD,-27.89291,151.70531
Feluga,QLD,-17.8772,145.95535
Fennell Bay,NSW,-32.994,151.598
Fentonbury,TAS,-42.65265,146.76054
Fentons Creek,VIC,-36.55624,143.56478
Ferguson,VIC,-38.649,143.52
Ferguson,WA,-33.4381,115.845
Fern Bay,NSW,-32.87389,151.795
Fern Gully,NSW,-32.55122,151.2015
Fern Hill,VIC,-37.37531,144.42327
Fern Tree,TAS,-42.92417,147.26111
Fernances,NSW,-33.191,151.01512
Fernances Crossing,NSW,-33.0626,151.124
Fernbank,VIC,-37.81517,147.32917
Fernbank Creek,NSW,-31.42027,152.84632
Fernbrook,NSW,-30.34166,152.62146
Ferndale,VIC,-38.31127,145.92339
Ferndale,WA,-32.03076,115.92535
